#alt_hold
idx,armed,spool,takeoff_running,auto_armed,land_complete,using_interlock,motor_interlock,rate,state,desired,commanded
1556,0,1,1,1,1,1,1,3129152111,2,0,1
1557,0,1,1,1,1,1,1,0,2,0,1
1558,0,1,1,1,1,1,1,981668463,2,0,1
1559,0,1,1,1,1,1,1,1075838976,2,0,1
1560,0,2,1,1,1,1,1,3223322624,3,0,1
1561,0,2,1,1,1,1,1,3129152111,3,0,1
1562,0,2,1,1,1,1,1,0,3,0,1
1563,0,2,1,1,1,1,1,981668463,3,0,1
1564,0,2,1,1,1,1,1,1075838976,3,0,1
1565,0,3,1,1,1,1,1,3223322624,3,0,1
1566,0,3,1,1,1,1,1,3129152111,3,0,1
1567,0,3,1,1,1,1,1,0,3,0,1
1568,0,3,1,1,1,1,1,981668463,3,0,1
1569,0,3,1,1,1,1,1,1075838976,3,0,1
1570,0,4,1,1,1,1,1,3223322624,3,0,1
1571,0,4,1,1,1,1,1,3129152111,3,0,1
1572,0,4,1,1,1,1,1,0,3,0,1
1573,0,4,1,1,1,1,1,981668463,3,0,1
1574,0,4,1,1,1,1,1,1075838976,3,0,1
1575,1,0,1,1,1,1,1,3223322624,1,-1,0
1576,1,0,1,1,1,1,1,3129152111,1,-1,0
1577,1,0,1,1,1,1,1,0,1,-1,0
1578,1,0,1,1,1,1,1,981668463,1,-1,0
1579,1,0,1,1,1,1,1,1075838976,1,-1,0
1580,1,1,1,1,1,1,1,3223322624,1,-1,0
1581,1,1,1,1,1,1,1,3129152111,1,-1,0
1582,1,1,1,1,1,1,1,0,1,-1,0
1583,1,1,1,1,1,1,1,981668463,1,-1,0
1584,1,1,1,1,1,1,1,1075838976,1,-1,0
1585,1,2,1,1,1,1,1,3223322624,1,-1,0
1586,1,2,1,1,1,1,1,3129152111,1,-1,0
1587,1,2,1,1,1,1,1,0,1,-1,0
1588,1,2,1,1,1,1,1,981668463,1,-1,0
1589,1,2,1,1,1,1,1,1075838976,1,-1,0
1590,1,3,1,1,1,1,1,3223322624,1,-1,0
1591,1,3,1,1,1,1,1,3129152111,1,-1,0
1592,1,3,1,1,1,1,1,0,1,-1,0
1593,1,3,1,1,1,1,1,981668463,1,-1,0
1594,1,3,1,1,1,1,1,1075838976,1,-1,0
1595,1,4,1,1,1,1,1,3223322624,1,-1,0
1596,1,4,1,1,1,1,1,3129152111,1,-1,0
1597,1,4,1,1,1,1,1,0,1,-1,0
1598,1,4,1,1,1,1,1,981668463,1,-1,0
1599,1,4,1,1,1,1,1,1075838976,1,-1,0
